alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1787669721.2361,elite,16162.24065954,1781094954.1328,"AS26832 Rica Web Services",RICAWEBSERVICES,Montreal,"North America",NA,Canada,CA,,true,"Rica Web Services",45.5075,-73.5887,false,"Rica Web Services",true,Quebec,success,America/Toronto,H3H,1787140203,1787669731.5057,9050,socks5,38.49.218.166:9050,true,3591.3841724396,14973,64830,18.762452539378,38.49.218.166
true,1787669711.0345,elite,4328.2095288755,1778972986.7392,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Zurich,Europe,EU,Switzerland,CH,,false,"Global Connectivity Solutions LLP",47.3643,8.5437,false,"Global Connectivity Solutions LLP",true,Zurich,success,Europe/Zurich,8000,1787436919,1787669731.4161,1080,socks5,45.95.232.35:1080,true,3022.8037834167,152598,32665,82.368308836627,45.95.232.35
true,1787669731.1963,elite,4259.537724638,1710540204.3067,"AS6429 Telmex Chile Internet S.A.","Telmex Chile Internet S.A.",Santiago,"South America",SA,Chile,CL,,false,"Telmex Chile Internet S.A.",-33.4521,-70.6536,false,"Subcentro Las Condes S.A",true,"Santiago Metropolitan",success,America/Santiago,34033,1787357319,1787669731.1963,5678,socks4,190.54.100.74:5678,true,4711.5106582642,234110,721877,24.488826730907,190.54.100.74
true,1787516342.1532,elite,1820.7609740081,1697032231.9881,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Fuse Internet Access",39.1094,-84.5718,false,"Fuse Internet Access - BRAS Norwood Region",true,Ohio,success,America/New_York,45205,1787186076,1787669731.1924,31034,socks4,72.49.49.11:31034,true,2434.3101978302,1057184,702503,60.07795704577,72.49.49.11
true,1787669372.8554,elite,2616.983573078,1779648432.7869,"AS45899 VNPT Corp",VNPT-AS-VN,"Quận Ba",Asia,AS,Vietnam,VN,,false,"VNPT Corp",10.7693,106.687,false,"TTT Data Encryption and Technology Co. LTD",true,"Ho Chi Minh City (HCMC)",success,Asia/Ho_Chi_Minh,,1787508173,1787669731.1805,9988,socks5,160.22.17.4:9988,true,3871.8378543854,145131,33165,81.398909678288,160.22.17.4
true,1787644351.9552,elite,977.44797839623,1710699776.4593,"AS23764 CTGNet",CTGNet,"Hong Kong",Asia,AS,"Hong Kong",HK,,false,"China Telecom Global networks",22.3193,114.169,false,,true,Kowloon,success,Asia/Hong_Kong,999077,1787102495,1787669731.1298,1080,http,203.19.38.114:1080,false,542.94681549072,861632,263818,76.558887556089,203.19.38.114
true,1787669697.2587,elite,2748.7558332751,1786044823.8191,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.353,-121.9544,false,"Tencent Cloud Computing (Beijing) Co., Ltd",false,California,success,America/Los_Angeles,95052,1787250810,1787669731.1045,1080,socks4,43.162.94.99:1080,true,1760.5650424957,107235,11114,90.609130622143,43.162.94.99
true,1787669731.0801,elite,4800.3219970184,1785029247.67,"AS57043 HOSTKEY B.V.",HOSTKEY-AS,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Hostkey B.V.",52.3716,4.8883,false,"Hostkey B.V",true,"North Holland",success,Europe/Amsterdam,1012,1787445670,1787669731.0801,1080,socks4,66.151.32.105:1080,true,5864.0258312225,37491,68318,35.432713663299,66.151.32.105
true,1787669731.0627,elite,11661.891811522,1784673012.0962,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Charlottesville,"North America",NA,"United States",US,,true,"Alibaba.com LLC",37.4316,-78.6569,false,"Midwest Cable, Delta Centric LLC, Zenlayer Inc",true,Virginia,success,America/New_York,22902,1787089436,1787669731.0627,10800,socks4,47.85.9.228:10800,true,1161.1728668213,170949,33100,83.778406167146,47.85.9.228
true,1787669730.868,elite,2604.715101676,1776088370.1083,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Herndon,"North America",NA,"United States",US,,false,"Cox Communications Inc.",38.9251,-77.392,false,"Cox Communications",true,Virginia,success,America/New_York,20171,1787576912,1787669730.868,4145,socks5,72.205.0.67:4145,true,2084.8455429077,104961,56812,64.881655158772,72.205.0.67
true,1786756800.6033,elite,106.36639139889,1786064258.3548,"AS51396 Pfcloud UG",PFCLOUD,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Pfcloud UG",50.8897,6.0563,false,"Intelligence Hosting LLC",false,Limburg,success,Europe/Amsterdam,6471,1787273257,1787669730.8195,3128,http,204.76.203.9:3128,true,72.424650192261,30071,9,99.970079787234,204.76.203.9
true,1787669691.0684,elite,1437.6471031964,1783824190.9177,"AS20473 The Constant Company, LLC",AS-VULTR,Piscataway,"North America",NA,"United States",US,,true,"The Constant Company",40.4993,-74.399,false,"Vultr Holdings, LLC",true,"New Jersey",success,America/New_York,08854,1787451802,1787669730.8009,50000,socks4,140.82.62.31:50000,true,5503.8776397705,33560,97929,25.523047555309,140.82.62.31
true,1787616488.887,elite,917.93032275843,1787331488.8366,"AS20081 NET2ATLANTA.COM LLC",NET2ATLANTA,Stockbridge,"North America",NA,"United States",US,,false,"NET2ATLANTA.COM LLC",33.553,-84.2338,false,"NET2ATLANTA.COM LLC",true,Georgia,success,America/New_York,30281,1787331490,1787669730.799,4145,socks5,199.66.182.232:4145,true,949.32079315186,14121,47,99.668266516093,199.66.182.232
true,1787669724.0786,elite,8486.9524868535,1784597931.3072,"AS14956 RouterHosting LLC",ROUTERHOSTING,"Las Vegas","North America",NA,"United States",US,,true,"RouterHosting LLC",36.102,-115.1447,false,"RouterHosting LLC",true,Nevada,success,America/Los_Angeles,89119,1787621011,1787669730.7872,9051,socks4,104.194.132.112:9051,true,4072.0312595367,35799,76448,31.893057275473,104.194.132.112
true,1787669682.6551,elite,1242.7440292241,1776078372.741,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0549,-118.243,false,"Performive LLC",true,California,success,America/Los_Angeles,90009,1787572236,1787669730.7852,4145,socks5,142.54.228.193:4145,true,982.92684555054,69355,65235,51.530574336875,142.54.228.193
true,1787669358.3718,elite,6274.2582370462,1787085128.4432,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Guangzhou,Asia,AS,China,CN,,false,"China Mobile communications corporation",23.1317,113.266,true,"China Mobile",false,Guangdong,success,Asia/Shanghai,510000,1787085130,1787669730.7113,12120,socks5,223.75.121.218:12120,true,1968.3871269226,25716,535,97.96198240067,223.75.121.218
true,1787270085.2527,elite,165.19626319108,1785094794.4636,"AS44558 Netonline Bilisim Sirketi LTD",NETONLINE,Kyrenia,Europe,EU,Cyprus,CY,,false,"Netonline Bilisim Sirketi LTD",35.3456,33.316,false,"Netonline Bilisim Sirketi LTD",true,Keryneia,success,Asia/Famagusta,9930,1787513638,1787669730.7028,80,http,94.78.67.171:80,false,152.18925476074,45572,2,99.995611532892,94.78.67.171
true,1787669730.6867,elite,6565.2354242214,1786598675.4244,"AS401696 cognetcloud INC",COGNETCLOUD,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"cognetcloud INC",22.3193,114.169,false,"cognetcloud INC",false,Kowloon,success,Asia/Hong_Kong,999077,1787202250,1787669730.6867,1080,socks4,156.238.237.121:1080,true,1973.7143516541,14347,27776,34.059777318804,156.238.237.121
true,1787669671.9224,elite,5620.283365302,1785111925.4605,"AS62240 Clouvider",Clouvider,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Clouvider Limited",52.3716,4.8883,false,"Clouvider Limited",true,"North Holland",success,Europe/Amsterdam,1012,1787530015,1787669730.5667,10806,socks5,194.127.179.9:10806,true,9581.1252593994,72974,32165,69.407165752004,194.127.179.9
true,1787669004.6421,elite,5949.0042046921,1787627681.8214,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Phoenix,"North America",NA,"United States",US,,true,"Oracle Corporation",33.4656,-111.9956,false,"Oracle Cloud Infrastructure (us-phoenix-1)",false,Arizona,success,America/Phoenix,85008,1787627074,1787669730.5634,1080,socks5,129.146.166.25:1080,true,927.47735977173,1480,237,86.196854979616,129.146.166.25
true,1787669082.7983,elite,9878.9711140383,1787628358.5724,"AS210546 CHSL ONE LTD",CHSL-ONE,Helsinki,Europe,EU,Finland,FI,,false,"Chsl ONE LTD",60.1719,24.9347,false,"CHSL Helsinki",false,Uusimaa,success,Europe/Helsinki,00221,1787625527,1787669730.5604,1080,socks4,144.31.185.67:1080,true,9701.3871669769,1681,828,66.998804304504,144.31.185.67
true,1787580269.7285,elite,1815.1809697519,1776079438.2458,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Cincinnati Bell Telephone Company LLC",39.1844,-84.5073,false,Altafiber,true,Ohio,success,America/New_York,45232,1787571838,1787669730.5351,41679,socks5,66.42.224.229:41679,true,1976.3915538788,238741,775,99.676430802118,66.42.224.229
true,1787669621.013,elite,9423.9839685487,1779448217.2642,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,"North America",NA,"United States",US,,true,"Alibaba Cloud LLC",36.7783,-119.418,false,"Alibaba Cloud - US",true,California,success,America/Los_Angeles,,1787310514,1787669730.5194,1080,socks4,47.251.127.154:1080,true,3128.6957263947,474761,72485,86.754585689069,47.251.127.154
true,1787669730.416,elite,3934.990022969,1776084897.9306,"AS58898 Rainbow communications India Pvt Ltd",RAINBOWISP-AS,Dharmapuri,Asia,AS,India,IN,,false,"Rainbow communications India Pvt Ltd",12.123,78.1624,false,"Rainbow communications India Pvt Ltd",true,"Tamil Nadu",success,Asia/Kolkata,636701,1787400517,1787669730.416,9813,socks5,163.53.204.178:9813,true,989.10784721375,24984,35839,41.076566430462,163.53.204.178
true,1787669730.3008,elite,8282.5955200287,1776458181.8485,"AS62005 BlueVPS OU",BV-EU-AS,Amsterdam,Europe,EU,Netherlands,NL,,true,"BlueVPS OU",52.3675,4.9041,false,"LLC Baxet",true,"North Holland",success,Europe/Amsterdam,,1787171802,1787669730.3008,143,socks5,62.106.66.174:143,true,3111.025094986,20871,55219,27.429359968458,62.106.66.174
true,1787669730.2864,elite,7934.5872672692,1787081855.6399,"AS131366 Lanit Technology and Communication Joint Stock Company",LANIT-AS-VN,"Thanh Xuân",Asia,AS,Vietnam,VN,,false,TAM,20.9996,105.803,false,"TAM Media Technology Joint Stock Company",false,Hanoi,success,Asia/Bangkok,,1787079706,1787669730.2864,1080,socks5,103.153.69.111:1080,true,4380.6676864624,7060,8906,44.218965301265,103.153.69.111
true,1787669730.2494,transparent,6164.1145073142,1775483748.7546,"AS152073 PT Media Balai Nusa",IDNIC-METAN-AS-ID,Bengkalis,Asia,AS,Indonesia,ID,,false,"PT Media Balai Nusa",1.47,102.1355,false,"PT Media Balai Nusa",false,Riau,success,Asia/Jakarta,,1787577798,1787669730.2494,8181,http,160.19.17.43:8181,true,7673.8269329071,18107,68280,20.960329679234,160.19.17.43
true,1787669729.965,elite,3639.2005053755,1787303122.6082,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Seoul,Asia,AS,"South Korea",KR,,true,"Aceville Pte.ltd",37.5658,126.978,false,,false,Seoul,success,Asia/Seoul,04524,1787300045,1787669730.2331,8443,socks4,150.109.247.86:8443,true,5161.7674827576,7828,8967,46.609109854123,150.109.247.86
true,1787669666.6277,elite,3356.304224614,1787539523.9974,"AS20473 The Constant Company, LLC",AS-VULTR,Singapore,Asia,AS,Singapore,SG,Queenstown,true,"The Constant Company",1.29524,103.79,false,"Vultr Holdings, LLC",false,"Central Singapore",success,Asia/Singapore,139964,1787535974,1787669730.1847,10808,socks4,45.32.121.119:10808,true,1239.8104667664,9905,954,91.214660650152,45.32.121.119
true,1787669109.5042,transparent,3735.6140990006,1787586477.4306,"AS401701 cognetcloud INC",COGNETCLOUD-2,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"cognetcloud INC",22.3193,114.169,false,Vape,false,Kowloon,success,Asia/Hong_Kong,999077,1787585672,1787669730.125,3128,http,154.219.110.27:3128,true,872.00546264648,1216,222,84.561891515994,154.219.110.27
true,1787669730.0833,elite,6116.5259726771,1787303066.8979,"AS210976 Timeweb, LLP",TWC-EU,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Timeweb, LLP",52.3716,4.8883,false,"Timeweb, LLP",false,"North Holland",success,Europe/Amsterdam,1012,1787303079,1787669730.0833,1081,socks4,72.56.27.122:1081,true,5965.3718471527,10243,9439,52.042475358195,72.56.27.122
true,1787666810.7788,elite,2360.3938498376,1787616455.0256,"AS51765 Oy Creanova Hosting Solutions Ltd.",CREANOVA-AS,"Los Angeles","North America",NA,"United States",US,,true,"Oy Crea Nova Hosting Solution Ltd",34.0544,-118.244,false,"Beafort Limited",false,California,success,America/Los_Angeles,90009,1787614369,1787669730.0682,1080,http,85.209.156.148:1080,true,745.64003944397,1022,39,96.324222431668,85.209.156.148
true,1787453806.1124,elite,1802.1822213824,1776079348.3614,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Fuse Internet Access",39.1094,-84.5718,false,"Fuse Internet Access - BRAS Norwood Region",true,Ohio,success,America/New_York,45205,1787571981,1787669730.0282,31034,socks5,72.49.49.11:31034,true,6600.1200675964,240049,558,99.768086547773,72.49.49.11
true,1787669654.41,elite,2043.9863666878,1787485116.3861,"AS197540 netcup GmbH",netcup-AS,Nuremberg,Europe,EU,Germany,DE,,true,"Location: DE",49.4527,11.0783,false,,false,Bavaria,success,Europe/Berlin,90403,1787484693,1787669730.0196,10000,socks5,152.53.136.178:10000,true,1327.1775245667,3294,1763,65.137433260827,152.53.136.178
true,1787669729.9019,elite,3893.6635244792,1776079698.6703,"AS147096 PT Jaya Sejahtra Nugraha",IDNIC-STRONGNET-AS-ID,Sumedang,Asia,AS,Indonesia,ID,,false,"PT Jaya Sejahtra Nugraha",-6.7778,107.8993,false,,true,"West Java",success,Asia/Jakarta,45364,1787218482,1787669729.9019,8199,socks5,103.174.122.197:8199,true,8166.8615341187,67628,70228,49.056987000929,103.174.122.197
true,1787669729.8695,elite,5721.7463649828,1786130778.9567,"AS29182 JSC IOT",RU-JSCIOT,Khimki,Europe,EU,Russia,RU,,true,"JSC IOT",55.8946,37.4151,false,"JSC Datacenter",true,"Moscow Oblast",success,Europe/Moscow,141400,1787338780,1787669729.8695,1080,socks4,62.109.30.179:1080,true,901.19004249573,15811,40200,28.228383710343,62.109.30.179
true,1787669660.6888,elite,4595.4710985927,1786605886.0412,"AS209946 ALINDA LLC",ALINDA-AS,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Alinda LLC",50.1109,8.68213,false,"Partner Hosting LTD",true,Hesse,success,Europe/Berlin,60313,1787209566,1787669729.7544,1080,socks4,45.13.186.134:1080,true,2207.4997425079,21898,26484,45.260634120127,45.13.186.134
true,1787669690.9056,elite,2187.5651880203,1783337753.8294,"AS16509 Amazon.com, Inc.",AMAZON-02,Dublin,"North America",NA,"United States",US,,true,"Amazon.com, Inc.",40.0992,-83.1141,false,"AWS EC2 (us-east-2)",true,Ohio,success,America/New_York,43017,1787569530,1787669729.7524,17000,socks5,3.128.83.74:17000,true,749.24397468567,126800,20142,86.292550802357,3.128.83.74
true,1787669470.0374,elite,1895.0960075394,1786021175.0364,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Shenzhen Tencent Computer Systems Company Limited",1.35208,103.82,false,"Tencent Cloud Computing",false,"North West",success,Asia/Singapore,858877,1787284940,1787669729.7471,8080,socks5,43.156.70.98:8080,true,2063.8859272003,25706,3774,87.198100407056,43.156.70.98
true,1787664521.9768,elite,885.73854451143,1782744933.5652,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,true,"Contabo GmbH",48.9742,8.1851,false,"Contabo GmbH",true,"Grand Est",success,Europe/Paris,67630,1787240092,1787669729.7046,1088,socks5,144.91.121.61:1088,true,443.5179233551,126434,4364,96.663557546751,144.91.121.61
true,1787669729.6942,elite,3939.1975810811,1776085357.7841,"AS274386 NOSSO WI-FI LTDA","NOSSO WI-FI LTDA","São João de Meriti","South America",SA,Brazil,BR,,false,"Nosso Wi-fi Ltda",-22.8051,-43.3686,false,"Nosso Wi-fi Ltda",true,"Rio de Janeiro",success,America/Sao_Paulo,25500,1787247928,1787669729.6942,61445,socks5,186.26.95.249:61445,true,8462.4326229095,60140,70628,45.989844610302,186.26.95.249
true,1787669673.4195,elite,7990.7478939042,1783934029.4448,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,"Cloud Hel1",true,Uusimaa,success,Europe/Helsinki,00221,1787560411,1787669729.6771,1080,socks5,37.27.245.106:1080,true,8728.8393974304,95301,27735,77.457817224227,37.27.245.106
true,1787669729.6737,elite,3218.8453743397,1776081358.1851,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Dallas,"North America",NA,"United States",US,,false,"Cox Communications Inc.",32.9993,-96.8346,false,"Cox Communications",true,Texas,success,America/Chicago,75287,1787569693,1787669729.6737,4145,socks4,72.207.109.5:4145,true,1870.4771995544,365606,246351,59.74374016475,72.207.109.5
true,1787669317.4723,elite,533.69700925618,1787230176.7452,"AS210644 AEZA INTERNATIONAL LTD",AEZA-AS,Stockholm,Europe,EU,Sweden,SE,,true,"xorek.cloud International LTD",59.3293,18.0685,false,"xorek.cloud International LTD",false,Stockholm,success,Europe/Stockholm,"100 05",1787226453,1787669729.5477,1080,socks5,193.232.178.220:1080,true,174.84021186829,703,4093,14.658048373645,193.232.178.220
true,1787669682.516,elite,3718.4238853243,1785644832.5843,"AS136224 City Online Ltd.",CITYONLINELTD-AS-AP,Tongi,Asia,AS,Bangladesh,BD,,false,"City Online Ltd",23.8915,90.4023,false,"City Online Ltd.",true,"Dhaka Division",success,Asia/Dhaka,1230,1787457127,1787669729.5206,1080,socks5,202.91.41.102:1080,true,1162.64128685,29146,33963,46.183587127034,202.91.41.102
true,1787669127.1473,elite,8823.2621555715,1787582915.8198,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Phoenix,"North America",NA,"United States",US,,true,"Oracle Corporation",33.4656,-111.9956,false,"Oracle Cloud Infrastructure (us-phoenix-1)",false,Arizona,success,America/Phoenix,85008,1787582219,1787669729.474,1080,socks5,129.146.108.171:1080,true,6292.0169830322,3006,306,90.760869565217,129.146.108.171
true,1787669604.6657,elite,6330.5629347044,1787581507.3175,"AS59441 Hostiran Network",Hostiran-Network,Tehran,Asia,AS,Iran,IR,,true,"NOAVARAN SHABAKEH SABZ MEHREGAN (Ltd.)",35.6824,51.4158,false,"NOAVARAN SHABAKEH SABZ MEHREGAN (Ltd.)",false,Tehran,success,Asia/Tehran,,1787580479,1787669729.439,1080,socks5,62.60.210.173:1080,true,7527.0485877991,3124,293,91.425226807141,62.60.210.173
true,1787669729.4201,elite,5167.1441274369,1777951953.1621,"AS216071 SERVERS TECH FZCO",VDSINA,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Servers Tech Fzco",52.3716,4.8883,false,"Servers Tech Fzco",true,"North Holland",success,Europe/Amsterdam,1012,1787627541,1787669729.4201,1080,socks5,144.124.227.191:1080,true,8274.3878364563,29501,80891,26.723856801217,144.124.227.191
true,1787669623.0684,elite,3540.6393190571,1786781837.3142,"AS39927 E-Light-Telecom Ltd.",Elight-AS,Novokuznetsk,Europe,EU,Russia,RU,,false,"E-Light-Telecom Ltd",53.7575,87.136,false,Goodline.info,false,"Kemerovo Oblast",success,Asia/Novokuznetsk,654000,1787385612,1787669729.388,10080,socks5,158.46.23.102:10080,true,930.22179603577,20525,11104,64.892977963262,158.46.23.102
true,1787669723.8274,elite,9454.4628458615,1784596235.2691,"AS14956 RouterHosting LLC",ROUTERHOSTING,"Las Vegas","North America",NA,"United States",US,,true,"RouterHosting LLC",36.102,-115.1447,false,"RouterHosting LLC",true,Nevada,success,America/Los_Angeles,89119,1787620139,1787669729.2682,9051,socks5,104.194.132.112:9051,true,3569.9510574341,20669,44734,31.602525878018,104.194.132.112
true,1787669698.0929,elite,4223.8099028924,1786310275.6311,"AS53062 GGNET TELECOMUNICACOES LTDA","GGNET TELECOMUNICACOES LTDA",Canoinhas,"South America",SA,Brazil,BR,,false,"Ggnet Telecom Backbone",-26.2751,-50.502,false,"Ggnet Telecomunicacoes Ltda",false,"Santa Catarina",success,America/Sao_Paulo,89460,1787517344,1787669729.2251,5432,socks4,187.85.150.54:5432,true,8123.9976882935,21648,33935,38.947160102909,187.85.150.54
true,1787669729.1612,elite,1162.0022352714,1776078373.4356,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1787570834,1787669729.1612,18762,socks5,192.111.137.37:18762,true,971.01187705994,79463,60399,56.815289356652,192.111.137.37
true,1787669729.149,elite,2572.9203211122,1697035420.0374,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1787639741,1787669729.149,4145,socks4,184.181.217.220:4145,true,877.98714637756,765046,784104,49.384888487235,184.181.217.220
true,1787669564.7673,elite,10858.386607055,1787627281.164,"AS210546 CHSL ONE LTD",CHSL-ONE,Helsinki,Europe,EU,Finland,FI,,false,"Chsl ONE LTD",60.1719,24.9347,false,"CHSL Helsinki",false,Uusimaa,success,Europe/Helsinki,00221,1787624770,1787669729.1445,1080,socks5,144.31.185.67:1080,true,9313.2953643799,998,474,67.798913043478,144.31.185.67
true,1787669728.9603,elite,10107.980196803,1776089303.5398,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Tokyo,Asia,AS,Japan,JP,,true,"Oracle Corporation",35.798,140.1803,false,"Oracle Cloud Infrastructure (ap-tokyo-1)",true,Tokyo,success,Asia/Tokyo,270-1351,1787577310,1787669728.9603,54261,socks5,138.3.218.141:54261,true,3118.5932159424,30849,90047,25.516973266278,138.3.218.141
true,1787566225.1968,elite,1805.9905717716,1776081445.3312,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Fuse Internet Access",39.1497,-84.426,false,"Maximum Communications",true,Ohio,success,America/New_York,45209,1787571123,1787669728.8866,36181,socks5,69.61.200.104:36181,true,3119.4474697113,240420,300,99.875373878365,69.61.200.104
true,1787449907.4715,elite,1105.7140308853,1785885117.5884,"AS17252 Colocation America Corporation",AS2-COLOAM,"Los Angeles","North America",NA,"United States",US,,true,"Colocation America Corporation",34.0549,-118.243,false,"T3 Web Hosting",false,California,success,America/Los_Angeles,90009,1787092082,1787669728.8118,8081,http,67.203.23.88:8081,false,333.20355415344,33223,31,99.906778131954,67.203.23.88
true,1787669728.7626,elite,6070.9170302293,1776090143.8928,"AS153320 SANDCLOCK SERVICE TRADING COMPANY LIMITED",SSTCL-AS-AP,"Quận Một",Asia,AS,Vietnam,VN,,false,"Sandclock Service Trading Company Limited",10.7748,106.704,false,"Toan MY Service Business LLC",true,"Ho Chi Minh City (HCMC)",success,Asia/Ho_Chi_Minh,,1787579310,1787669728.7626,9000,socks4,160.250.54.6:9000,true,3618.7825202942,226421,269493,45.657311549986,160.250.54.6
true,1787669728.6808,elite,3495.8956657731,1783233623.9385,"AS139008 NEEF IT LIMITED",NEEFIT-AS-AP,Kishorganj,Asia,AS,Bangladesh,BD,,false,"Neef IT Limited",24.3408,90.7606,false,NEEFIT,true,"Dhaka Division",success,Asia/Dhaka,2300,1787467097,1787669728.6808,9090,socks4,103.138.145.174:9090,true,8090.432882309,118471,100673,54.060800204432,103.138.145.174
true,1787669728.649,elite,2154.6093426296,1782818133.3787,"AS9318 SK Broadband Co Ltd",SKB-AS,Seoul,Asia,AS,"South Korea",KR,,false,"SK Broadband Co Ltd",37.5658,126.978,false,broadNnet,false,Seoul,success,Asia/Seoul,04524,1787654570,1787669728.649,1080,socks5,58.120.135.195:1080,true,2055.6063652039,6329,51650,10.916021318063,58.120.135.195
true,1787669728.6428,elite,4216.5020494492,1776086342.3244,"AS45899 VNPT Corp",VNPT-AS-VN,"Phu Ly",Asia,AS,Vietnam,VN,,false,"VietNam Post and Telecom Corporation",20.5411,105.9139,false,"Vietnam Posts and Telecommunications Group",true,"Hà Nam Province",success,Asia/Bangkok,400000,1787578877,1787669728.6428,1080,socks5,113.160.188.21:1080,true,2370.1109886169,41694,88888,31.929362392979,113.160.188.21
true,1787669728.6398,elite,1929.6140745215,1776088175.2854,"AS41682 JSC ER-Telecom Holding",ERTH-TMN-AS,Tyumen,Europe,EU,Russia,RU,,false,"JSC ""ER-Telecom Holding""",57.1533,65.5418,false,"JSC ""ER-Telecom Holding"" Tyumen' branch",true,"Tyumen Oblast",success,Asia/Yekaterinburg,625000,1787577176,1787669728.6398,1080,socks4,89.250.148.158:1080,true,1386.2574100494,170789,274340,38.368428028729,89.250.148.158
true,1787569483.4342,elite,2338.1007392442,1776081986.5473,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications Inc.",true,Florida,success,America/Chicago,32516,1787570303,1787669728.5249,4145,socks5,184.185.2.12:4145,true,4652.3311138153,240112,442,99.816257472335,184.185.2.12
true,1787669541.8231,elite,992.93064636379,1786680903.5636,"AS16509 Amazon.com, Inc.",AMAZON-02,Singapore,Asia,AS,Singapore,SG,"Downtown Core",true,"Amazon Technologies Inc.",1.28009,103.851,false,"AWS EC2 (ap-southeast-1)",false,"Central Singapore",success,Asia/Singapore,048582,1787285582,1787669728.5076,1080,socks5,13.215.27.14:1080,true,968.68348121643,22060,11489,65.754567945393,13.215.27.14
true,1787669728.4796,elite,828.17098342083,1697020771.486,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Total Server Solutions L.L.C.",33.755,-84.3896,false,"ThePrimeHost - COLO@",true,Georgia,success,America/New_York,30303,1787666722,1787669728.4796,4145,socks4,74.119.147.209:4145,true,799.4110584259,402995,950843,29.766855414016,74.119.147.209
true,1787669728.4422,elite,4763.3713499576,1781404329.6794,"AS215703 FREAKHOSTING LTD",FREAKHOSTING,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Freakhosting LTD",50.1169,8.6837,false,"Freakhosting LTD",true,Hesse,success,Europe/Berlin,60313,1787450130,1787669728.4422,1080,socks5,82.22.174.113:1080,true,8397.0556259155,31398,70926,30.684883311833,82.22.174.113
