url,metadata_reference
https://s4w.in/roblox-com-user-2937104-profile,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://mobilelegendsindonesia.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ig.do/Blox-Fruits-private-Server-Code-33882441732343237023930417434378,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://app.sellcordclient.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.2017-facebook.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.roblox.com.bi/games/8281431812/New-Update-Animation-Simulator?privateServerLinkCode=12705384620754238429951024266760&game_id=8281431812&game_name=New-Update-Animation-Simulator,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://music.test20025.shop/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://facebook-ba.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.888qpf3.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mmatmasck-usa.godaddysites.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://docusign-verify.co/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://lnk.ink/myrobloxprofiles,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ledger-get-live.pages.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.facebooklogin123.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://vwwv-roblox.co/charts,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://sysd4696-dot.github.io/instagram-phishing/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.verified-badge-hub-5639.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ns2.corelinksvcgateway.com/public/index?ref=business-support-center-DASDFDSYUYEE43FJDSHFSDFsetting%25popup?client_id=889943718806-ual26tplnot2ea8b7n5t4p77keo8eb,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.ddpay-support-help-line45.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://coinbaise.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://loic-laksh.github.io/Clone-Netflix,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.robiox.com.gr/communities/2229949447/Robux-Giveaway-Group,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://00.app.dev.rhone.email/en/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://rbcode.net/v/90583311cc1b842bebcc302c0f938bfc,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://rewardsprogram02.ink/mXrPa,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://layanan-shopee17.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://benevolent-elf-eeaeab.netlify.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://insta-login-page.github.io/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://sujal-sonawane.github.io/spotify-web-player-clone,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://v4lidarcu3nta4.freepage.cc/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://gimernilogun.webflow.io/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://gw2yh4t78v-wq.github.io/debt-dashboard/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://usps-email.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://facebookloginid.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://instagramfollowersfake.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://rbx1000dfthfhhfhu.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://store.workshopcommunitycreatemods.com/sharedfiles/filedetails/id=3425750162/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://zimupdate-portal.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://inquisitive-medovik-5c87ae.netlify.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://click-to-transsfer.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://malimasak.net/giris,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.roblox.com.mu/users/7318921578/profile,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://90claim-free-robux-instant.blogspot.com/?s1=PasirGaru,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://roblox.ly/communities/2403848123/LyClothes,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://hello-world-shiny-darkness-c320.vclh0389.workers.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.roblox.com.bn/games/90038414385014/Build-a-House?privateServerLinkCode=87969680078065820214840649414941,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://s4w.in/www-roblox-com-games-2753915549-Blox-FruitsprivateServerLinkCode=84498133156581205558861433098820,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://dead-coffee-vczxixdn-dpwj3cuq93cf.edgeone.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.meetamaskklog.godaddysites.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://sp11ct-karnor-biz8-holsik-favrel.pages.dev/rtyu-iopj-qewr-thjm?welcome=43949868082&idnp=43949868082&name_idnp=Outright%20International,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://anshulpatel17.github.io/amazone-clone/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://shopee3899.blogspot.com/?m=1,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.shopee3899.blogspot.com/?m=1,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://rob2222.netlify.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://next-bnb-nu.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.next-bnb-nu.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://facebooklogin123.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.roblox.ly/users/5393432089/profile,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://aeuxbq.pages.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://zevoria.vastgoedinduitsland.info/ga/click/2-10277644-14-17059-33372-18421-277aeb0f3a-5c9c5f3934,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://basahslot.org/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://sunio.mov/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mail.eliasprobst.eu/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://maga-zine-luiza.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://braunzimmerei.de/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://secure-ledger-download.pages.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://2017-facebook.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://verifiedbadge-asiz.vercel.app/privacy-centers.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://depotdashboardclientstationopacketofficeshipmentdeliverydepot.artkiyotomotiv.com/SHIPMENTPARCEL,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.roblox.com.gr/games/88965536112390/1-Double-jump-for-poppy-playtime?privateServerLinkCode=26676135374151735703107772519650,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.meittamax_loggik.godaddysites.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://https--www--roblox.com/share?code=304a5f2e91ec7b8e758dde88e76d0356&type=Server,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://https--www--roblox.com/games/2753915549/-Blox-Fruits?privateServerLinkCode=39465309218719676312349958368644,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://0967-ssa-02.vercel.app/en/index.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://quantum-flares.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ledioyyary-tree-4618.samedeal05.workers.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://s.team-p.my/p/enrz-uxny/uatexcfm,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://tqcp-0b82-z1vw.alain-langlois-cinemacinema-ca-s-account.workers.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://staging.d3kw313lgg38m8.amplifyapp.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.roblox.et/users/129892913/profile,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://s.team-p.my/p/fvms-ktds/mturkbzn,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://trzr-suiite-download.pages.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.metamisklogi.godaddysites.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://hotflix.eu.cc/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://muebler-aadfinanciera.onrender.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://retired-crimson-irxib1ps.edgeone.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ing-ledger-help.pages.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://haseebansaripk4-web.github.io/journex/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://s4w.in/ezxWm,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.roblox.com.ml/users/255877383315/profile,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://express-dhl-production.up.railway.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.roblox.com.mu/users/6151511912/profile,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://aryansinha23.github.io/banking-app1/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://selector1._domainkey.135nb.top/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://meta-verified-blueticks-fb12.vercel.app/privacy-centers.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://_domainkey.135nb.top/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://tavlok.horse/ll/gree.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://malimasak.net/Giris/e-Devlet-Sifresi,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://device-official-app-live.pages.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.uuu-holdlog.godaddysites.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://leboncoin-4dah.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.leboncoin-4dah.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mtoken.space/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://u.to/uQywIg,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.roblox.et/users/6300126234/profile,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://staffadmin.vip/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mtoken.space/download,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://security-server-landing-page--ninnyjuju.replit.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://facilities-information.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://sumitmandalwebdev-afk.github.io/Amazon-clone/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://gabimen1232007-cmd.github.io/news/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://cffandai.ltbjwz.workers.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ranika2008.github.io/finance_ledger/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.increasefollowersforinstagram.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://lingering-cherry-263d.fayrepleasantwreu5z002t.workers.dev/help,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://fls-a2ba3ea2-2297-46d0-bceb-50440331a6c9.laravel.cloud/dom/DOMAIN.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://allegrolokalnie.72893752.xyz/oferta/iphone-15-pro-max-256-gb-white-titanium/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://chatbot-activationid120956.vercel.app/live,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://siamjjk7-star.github.io/Nothing-,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://rbcode.net/v/b1ac0ecb25f5419af70cb65ce036b2e8,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.mettamusksign0inx.godaddysites.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://juno65.godaddysites.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.juno65.godaddysites.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://f005.backblazeb2.com/file/Review-document/index1.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://adammuftau-cmd.github.io/susu_app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://webmail-oauth.lygrunfeng.com/manager/26/0b3f80fb-3440-4ced-9341-a0aa52c060d1,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://auedc.pages.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://phantom-wollwt-us.wasmer.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://sp30ct-kumex-biz-zavel-radix.pages.dev/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.roblox.com.hr/users/1085927564/profile,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://meta-verified-blueticks-fb5.vercel.app/privacy-centers.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://devoted-rose-2zod17zj.edgeone.dev/home,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://dev-nasrullah-pk.github.io/spotify-web-player-clone,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://8zerytt9lboomi1eygs.vercel.app/gsnfns43e5rhbwaerdfsvb.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://8zerytt9lboomi1eygs.vercel.app/gsnfns43e5rhbwaerdfsvb,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ejtgs7hmgzc00c87y3r.vercel.app/nsvw35re4hbarefsdbvzxcv,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ejtgs7hmgzc00c87y3r.vercel.app/nsvw35re4hbarefsdbvzxcv.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://nfyenkryj6v4oeqwluc.vercel.app/bdsfbw35erbasefdbsdfbn354b,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://nfyenkryj6v4oeqwluc.vercel.app/bdsfbw35erbasefdbsdfbn354b.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://khcnoydz4bnrl-hbk11.vercel.app/xcvgh5iuxafyu1xcv,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://khcnoydz4bnrl-hbk11.vercel.app/xcvgh5iuxafyu1xcv.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://v83cia3cumugxocgu10.vercel.app/bdsfbw35erbasefdbsdfbn354b,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://sanath2700.github.io/NetflixRegionFix/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ahmadalidev01.github.io/netflix-clone,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://malxfnty.twilightparadox.com/xverify/signin?verify=pagesprocess_64934,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://malxfnty.twilightparadox.com/?403verify,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
